CANADA ENERGY REGULATOR - REGULATORY INSTRUMENTS REPORT - SEPTEMBER 2014 TO 30 SEPTEMBER 2019,,,,,,,,,,,,,,
File Number,"Regulatory 
Instrument 
Number",Issued To Company,"Board 
Item Identifier",,"Issued 
Date","Effective 
Date","Expire 
Date",Sunset Date,"Gic 
Approval 
Required","Sent To
Minister 
Date","Minister To 
Privy Council 
Office Date","Privy Council
Office Approval 
Number","Privy Council 
Office Approval 
Date","Reg Docs 
Number"
OF-EI-Gas-GL-G417-2014-01 01,Letter,GNL QuÇbec Inc.,,3/31/2015,4/1/2015,4/1/2015,,,No,,,,,A69332
OF-EI-Gas-GL-B275-2014-01 01,Letter,Bear Head LNG Corporation,,3/31/2015,4/1/2015,4/1/2015,,,No,,,,,A69336
OF-EI-Gas-GL-S834-2015-01 01,Letter,Saint John LNG Development Company Ltd.,,3/31/2015,4/1/2015,4/1/2015,,,No,,,,,A69333
OF-Fac-Gas-N081-2015-13 01,Letter,NOVA Gas Transmission Ltd.,150401.1,4/1/2015,4/1/2015,4/1/2015,,,No,,,,,A69334
OF-Tolls-Group1-W102-2015-01 01,TG-008-2015,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150331.1,4/1/2015,4/1/2015,4/1/2015,,,No,,,,,A69301
OF-Fac-Oil-R738-2014-01 01,ZO-R738-001-2015,Ruger Energy Inc.,,3/30/2015,3/31/2015,3/30/2015,,3/30/2016,No,,,,,A69310
OF-EI-Gas-GO-A213 01,GO-042-2015,Alcoa Inc.,150330.1,3/30/2015,3/30/2015,4/3/2015,4/2/2017,,No,,,,,A69240
OF-Surv-Inc-2013 092,Letter,Trans Mountain Pipeline ULC,150327.1,3/27/2015,3/27/2015,3/27/2015,,,No,,,,,
OF-AF-SAC 04,MO-039-2015,Souris Valley Pipeline Limited,,3/27/2015,3/27/2015,3/27/2015,,,No,,,,,A69199
OF-Fac-Gas-C298-2015-01 01,AO-004-XG-T077-004-2008,Canadian Natural Resources Limited,150327.4,3/27/2015,3/27/2015,3/27/2015,,,No,,,,,A69201
OF-EI-Gas-GO-S820 01,GO-041-2015,Steppe Petroleum Inc.,150327.2,3/27/2015,3/27/2015,3/27/2015,3/26/2017,,No,,,,,A69197
OF-EI-Elec-I152-2009-01 01,RO-EPE-340,"Integrys Energy Services, Inc.",150326.3,3/26/2015,3/26/2015,3/31/2015,,,No,,,,,A69161
OF-EI-Gas-GO-S376 01,GO-039-2015,"Southwest Energy, L.P.",150326.4,3/26/2015,3/26/2015,3/27/2015,3/26/2017,,No,,,,,A69163
OF-EI-Gas-GO-S376 01,GO-040-2015,"Southwest Energy, L.P.",150326.4,3/26/2015,3/26/2015,3/27/2015,3/26/2017,,No,,,,,A69163
OF-Fac-Oil-E101-2013-05 01,OPSO-E101-004-2015,Enbridge Pipelines Inc.,150326.2,3/26/2015,3/26/2015,3/26/2015,,,No,,,,,A69159
OF-Tolls-Group1-E101-Leg 01,Letter,Enbridge Pipelines Inc.,150325.3,3/25/2015,3/25/2015,3/25/2015,,,No,,,,,A69142
OF-EI-Gas-GO-F152 01,GO-037-2015,Freepoint Commodities LLC,150325.5,3/25/2015,3/25/2015,4/27/2015,4/26/2017,,No,,,,,A69148
OF-EI-Gas-GO-F152 01,GO-038-2015,Freepoint Commodities LLC,150325.5,3/25/2015,3/25/2015,4/27/2015,4/26/2017,,No,,,,,A69148
OF-EI-Gas-GO-A776 01,GO-035-2015,"AECO Gas Storage Partnership by its Managing Partner, 
Niska Gas Storage Canada ULC",150325.4,3/25/2015,3/25/2015,4/1/2015,3/31/2017,,No,,,,,A69143
OF-EI-Gas-GO-A776 01,GO-036-2015,"AECO Gas Storage Partnership by its Managing Partner, 
Niska Gas Storage Canada ULC",150325.4,3/25/2015,3/25/2015,4/1/2015,3/31/2017,,No,,,,,A69143
OF-EI-Gas-GO-M725 01,GO-033-2015,Mercuria Commodities Canada Corporation,150325.2,3/25/2015,3/25/2015,3/25/2015,3/24/2017,,No,,,,,A69146
OF-EI-Gas-GO-M725 01,GO-034-2015,Mercuria Commodities Canada Corporation,150325.2,3/25/2015,3/25/2015,3/25/2015,3/24/2017,,No,,,,,A69146
OF-EI-Gas-GO-S312 01,GO-032-2015,St. Lawrence Gas Company Inc.,150324.3,3/24/2015,3/24/2015,4/1/2015,,,No,,,,,A69129
OF-Surv-CompMan 01 ,Letter,Multi Client,150324.2,3/24/2015,3/24/2015,3/24/2015,,,No,,,,,
OF-Fac-Oil-E101-2012-08 03,OPLO-E101-003-2015,Enbridge Pipelines Inc.,150324.1,3/24/2015,3/24/2015,3/24/2015,,,No,,,,,A69125
OF-EI-Oil-ST-C963 01,RO-ROE-152-2015,Castleton Commodities Canada Inc.,150323.2,3/23/2015,3/23/2015,3/23/2015,3/23/2015,,No,,,,,A69096
OF-AF-SAC 04,TO-003-2015,TransCanada Keystone Pipeline GP Ltd.,,3/23/2015,3/23/2015,3/23/2015,,,No,,,,,A69091
OF-AF-SAC 04,AO-001-TGI-002-2014,Multi Client,,3/23/2015,3/23/2015,3/23/2015,,,No,,,,,A69091
OF-AF-SAC 04,AO-001-TGI-001-2014,National Energy Board,,3/23/2015,3/23/2015,3/23/2015,,,No,,,,,A69091
OF-AF-SAC 04,AO-001-TO-001-2014,National Energy Board,,3/23/2015,3/23/2015,3/23/2015,,,No,,,,,A69091
OF-AF-SAC 04,TO-004-2015,National Energy Board,,3/23/2015,3/23/2015,3/23/2015,,,No,,,,,A69091
OF-EI-Gas-LNG-F159 01,GO-031-2015,Fuelgarden LNG AS,150323.1,3/23/2015,3/23/2015,3/23/2015,3/22/2017,,No,,,,,A69088
OF-Fac-Oil-E101-2012-08 03,Letter,Enbridge Pipelines Inc.,150319.5,3/19/2015,3/20/2015,3/19/2015,,,No,,,,,A69081
OF-LegData 58,AO-002-TGI-001-2014,TransCanada PipeLines Limited,,3/20/2015,3/20/2015,3/20/2015,,,No,,,,,
OF-EI-Gas-GL-K090-2014-01 01,Letter,Kitsault Energy Ltd,,3/19/2015,3/19/2015,3/19/2015,,,No,,,,,A69067
OF-Fac-Gas-N081-2015-07 01,MO-038-2015,NOVA Gas Transmission Ltd.,150319.4,3/19/2015,3/19/2015,3/19/2015,,7/1/2015,No,,,,,A69063
OF-Fac-Gas-T211-2015-02 01,Letter,TransCanada PipeLines Limited,150319.2,3/19/2015,3/19/2015,3/19/2015,,,No,,,,,A69069
OF-Fac-Gas-N081-2015-11 01,Letter,NOVA Gas Transmission Ltd.,150319.3,3/19/2015,3/19/2015,3/19/2015,,,No,,,,,A69064
OF-EI-Gas-LNG-R153 01,GO-030-2015,Repsol Energy Canada Ltd,150319.1,3/18/2015,3/18/2015,4/29/2015,4/28/2017,,No,,,,,A69070
OF-AF-SAC 04,TGI-012-2014,National Energy Board,,12/17/2014,3/18/2015,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-002-2014,National Energy Board,,12/17/2014,3/18/2015,3/18/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-003-2014,National Energy Board,,12/17/2014,3/18/2015,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-004-2014,National Energy Board,,12/17/2014,3/18/2015,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-007-2014,National Energy Board,,12/17/2014,3/18/2015,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-008-2014,National Energy Board,,12/17/2014,3/18/2015,1/1/2015,,,No,,,,,A65151
OF-Fac-Gas-N081-2014-21 01,XG-N081-012-2015,NOVA Gas Transmission Ltd.,150318.1,3/18/2015,3/18/2015,3/18/2015,,3/18/2016,No,,,,,A69049
Ad-GA-RG-OPR 02,Letter,Plains Midstream Canada ULC,150316.1,3/17/2015,3/17/2015,3/17/2015,,,No,,,,,
OF-EI-Gas-GO-M130 01,GO-029-2015,"Montana-Dakota Utilities Co. A Division of MDU Resources Group, Inc.",150317.3,3/17/2015,3/17/2015,5/6/2015,5/5/2017,,No,,,,,A68975
OF-EI-Gas-GO-P736 01,GO-027-2015,PAA Natural Gas Canada ULC,150317.1,3/17/2015,3/17/2015,4/22/2015,4/21/2017,,No,,,,,A68972
OF-EI-Gas-GO-P736 01,GO-028-2015,PAA Natural Gas Canada ULC,150317.1,3/17/2015,3/17/2015,4/22/2015,4/21/2017,,No,,,,,A68972
OF-Surv-OpAud-P102-2009-2010 01,SO-P384-001-2014,Plains Midstream Canada ULC,,3/17/2015,3/17/2015,3/17/2015,,,No,,,,,
OF-Fac-Gas-N081-2014-19 01,XG-N081-011-2015,NOVA Gas Transmission Ltd.,150317.4,3/17/2015,3/17/2015,3/17/2015,,3/17/2016,No,,,,,A68970
OF-Fac-Gas-N081-2015-12 01,Letter,NOVA Gas Transmission Ltd.,150317.5,3/17/2015,3/17/2015,3/17/2015,,,No,,,,,A68988
OF-EI-Gas-PB-ST-Z055 01,EPR-066-2015,"1598313 Alberta Ltd. on behalf of 
Pembina Infrastructure and Logistics LP",150317.2,3/17/2015,3/17/2015,3/17/2015,12/31/2015,,No,,,,,A68985
OF-EI-Gas-PB-ST-Z055 01,EBU-053-2015,"1598313 Alberta Ltd. on behalf of 
Pembina Infrastructure and Logistics LP",150317.2,3/17/2015,3/17/2015,3/17/2015,12/31/2015,,No,,,,,A68985
OF-Fac-Oil-E101-2015-01 01,MO-037-2015,Enbridge Pipelines Inc.,150316.2,3/16/2015,3/16/2015,3/16/2015,,3/17/2016,No,,,,,A68990
OF-Fac-Gas-W102-2015-01 01,AO-001-XG-5-74,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150302.1,3/2/2015,3/15/2015,3/2/2015,,,No,,,,,A70041
OF-EI-Gas-GO-C295 01,GO-026-2015,Centra Gas Manitoba Inc.,150313.4,3/13/2015,3/13/2015,3/13/2015,,,No,,,,,A68737
OF-Fac-Oil-P384-2012-05 01,OPLO-P384-002-2015,Plains Midstream Canada ULC,150313.2,3/13/2015,3/13/2015,3/13/2015,,,No,,,,,A68743
OF-Fac-Gas-M124-2014-02 01,XG-M124-013-2014,Maritimes & Northeast Pipeline Management Ltd.,140723.1,7/24/2014,3/13/2015,7/24/2014,,,No,,,,,A68733
OF-Fac-Oil-E101-2012-08 03,OPSO-E101-003-2015,Enbridge Pipelines Inc.,150312.2,3/12/2015,3/13/2015,3/13/2015,,,No,,,,,A68714
OF-Fac-Oil-E101-2012-08 04,AO-001-OC-062,Enbridge Pipelines Inc.,150123.4,1/23/2015,3/13/2015,3/12/2015,,,Yes,1/23/2015,2/2/2015,2015-325,3/12/2015,A68728
OF-Fac-Gas-N081-2015-10 01,Letter,NOVA Gas Transmission Ltd.,150313.1,3/13/2015,3/13/2015,3/13/2015,,,No,,,,,A68735
OF-EI-Gas-GO-C979 01,AO-001-GO-169-2014,Constellation Energy Services Inc,150313.3,3/13/2015,3/13/2015,4/1/2015,10/30/2016,,No,,,,,A68740
OF-EI-Gas-GO-C979 01,AO-001-GO-170-2014,Constellation Energy Services Inc,150313.3,3/13/2015,3/13/2015,4/1/2015,10/30/2016,,No,,,,,A68740
OF-AF-SAC 04,MO-031-2015,Montreal Pipe Line Limited,,3/9/2015,3/12/2015,3/9/2015,,,No,,,,,"A68641, A67975"
OF-Fac-Oil-E101-2014-11 02,Letter,Enbridge Pipelines Inc.,150312.1,3/12/2015,3/12/2015,3/12/2015,,,No,,,,,A68685
OF-Surv-NOC-2014 34,Letter,Trans Mountain Pipeline ULC,150312.3,3/12/2015,3/12/2015,3/12/2015,,,No,,,,,A68713
OF-AF-SAC 04,TG-003-2015,Alliance Pipeline Ltd.,,3/9/2015,3/10/2015,1/1/2015,,,No,,,,,A68377
OF-AF-SAC 04,TG-004-2015,Foothills Pipe Lines Ltd.,,3/9/2015,3/10/2015,1/1/2015,,,No,,,,,A68377
OF-AF-SAC 04,TG-005-2015,Kinder Morgan Cochin ULC,,3/9/2015,3/10/2015,1/1/2015,,,No,,,,,A68377
OF-AF-SAC 04,TG-007-2015,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,3/9/2015,3/10/2015,1/1/2015,,,No,,,,,A68377
OF-AF-SAC 04,TO-002-2015,Trans Mountain Pipeline ULC,,3/9/2015,3/10/2015,1/1/2015,,,No,,,,,A68377
OF-Tolls-Group1-N081-2014-03 01,AO-001-TGI-003-2014,NOVA Gas Transmission Ltd.,,3/10/2015,3/10/2015,3/10/2015,,,No,,,,,A68377
OF-Tolls-Group1-W102-2014-03 01,AO-001-TGI-004-2014,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,3/10/2015,3/10/2015,3/10/2015,,,No,,,,,A68377
OF-Fac-Oil-E101-2012-08 03,AO-001-XO-E101-006-2014,Enbridge Pipelines Inc.,150309.4,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68390
OF-EI-Gas-GL-P759-2014-02 01,Letter,Pieridae Energy (Canada) Ltd,,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68345
OF-EI-Gas-GL-G417-2014-01 01,Letter,GNL QuÇbec Inc.,,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68350
OF-EI-Gas-GL-B275-2014-01 01,Letter,Bear Head LNG Corporation,,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68348
OF-EI-Elec-C977-2015-01 01,EPE-399,Chubu TT Energy Management Inc.,150309.1,3/9/2015,3/9/2015,3/10/2015,3/9/2025,,No,,,,,A68354
OF-EI-Elec-T295-2015-01 01,EPE-400,"TrailStone Power, LLC",150309.2,3/9/2015,3/9/2015,3/10/2015,3/9/2025,,No,,,,,A68360
OF-EI-Gas-GL-S834-2015-01 01,Letter,Saint John LNG Development Company Ltd.,,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68347
OF-EI-Gas-GOL-H138 01,GOL-003-2015,Hartree Partners LP,150309.6,3/9/2015,3/9/2015,3/9/2015,,,No,,,,,A68349
OF-EI-Gas-GO-H138 01,GO-023-2015,Hartree Partners LP,150309.5,3/9/2015,3/9/2015,3/9/2015,3/8/2017,,No,,,,,A68346
OF-EI-Gas-GO-H138 01,GO-024-2015,Hartree Partners LP,150309.5,3/9/2015,3/9/2015,3/9/2015,3/8/2017,,No,,,,,A68346
OF-EI-Oil-ST-H138 01,ROE-170-2015,Hartree Partners LP,150309.3,3/9/2015,3/9/2015,3/10/2015,12/31/2015,,No,,,,,A68361
OF-Tolls-Group1-E101-2014-03 01,Letter,Enbridge Pipelines Inc.,150306.2,3/6/2015,3/6/2015,3/6/2015,,,No,,,,,"A68331, A68330"
OF-Fac-Oil-T260-2015-01 01,Letter,Trans Mountain Pipeline ULC,150306.3,3/6/2015,3/6/2015,3/6/2015,,,No,,,,,A68329
OF-EI-Gas-GL-B262-2011-01 01,RO-GL-299,BC LNG Export Co-operative LLC,,3/5/2015,3/5/2015,3/5/2015,,,No,,,,,A68307
OF-Fac-Gas-N081-2013-18 02,GC-124,NOVA Gas Transmission Ltd.,,2/4/2015,3/5/2015,3/5/2015,,,Yes,3/5/2015,5/14/2015,P.C. 2015-646,5/28/2015,"A68304, A70471"
OF-EI-Gas-GO-P358 01,GO-021-2015,ProGas Limited,150303.2,3/3/2015,3/3/2015,4/1/2015,3/31/2017,,No,,,,,A68133
OF-EI-Gas-GO-P358 01,GO-022-2015,ProGas Limited,150303.2,3/3/2015,3/3/2015,4/1/2015,3/31/2017,,No,,,,,A68133
OF-AF-SAC 04,MO-032-2015,Plains Midstream Canada ULC,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-033-2015,Aurora Pipe Line Company Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-034-2015,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-003-2015,TransCanada PipeLines Limited,,2/10/2015,3/3/2015,1/30/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-004-2015,National Energy Board,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-005-2015,National Energy Board,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-006-2015,NOVA Gas Transmission Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-007-2015,TransCanada Keystone Pipeline GP Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-008-2015,Genesis Pipeline Canada Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-009-2015,NOVA Gas Transmission Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-010-2015,Trans Mountain Pipeline ULC,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-011-2015,Kinder Morgan Cochin ULC,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-012-2015,Alliance Pipeline Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-013-2015,Enbridge Pipelines Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-014-2015,Enbridge Pipelines (NW) Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-015-2015,"Enbridge Southern Lights GP Inc. on behalf of 
Enbridge Southern Lights LP",,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-016-2015,Enbridge Pipelines (Westspur) Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-017-2015,"Enbridge Bakken Pipeline Company Inc., on behalf of 
Enbridge Bakken Pipeline Limited Partnership",,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-018-2015,Vector Pipeline Limited Partnership,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-019-2015,2193914 Canada Limited,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-020-2015,Niagara Pipeline Company Limited,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-021-2015,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-022-2015,Maritimes & Northeast Pipeline Management Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-023-2015,"Spectra Energy Empress Management Inc. as 
General Partner and Agent for Spectra Energy Empress L.P.",,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-024-2015,Spectra Energy Midstream Canada Partner Corporation,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-025-2015,Union Gas Limited,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-026-2015,St. Clair Pipelines Management Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-027-2015,Express Pipeline Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-028-2015,Trans-Northern Pipelines Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-029-2015,Centra Transmission Holdings Inc.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-AF-SAC 04,MO-030-2015,Emera Brunswick Pipeline Company Ltd.,,2/10/2015,3/3/2015,3/3/2015,,,No,,,,,A67975
OF-Fac-Oil-E101-2014-16 01,MO-036-2015,Enbridge Pipelines Inc.,150303.1,3/3/2015,3/3/2015,3/3/2015,,3/3/2016,No,,,,,A68136
OF-EI-Gas-PB-ST-C978 01,EPR-065-2015,"Chevron Canada Limited, in its capacity as the Managing Partner of Chevron Canada Resources",150303.3,3/3/2015,3/3/2015,3/3/2015,12/31/2015,,No,,,,,A68139
OF-EI-Gas-PB-ST-C978 01,EBU-052-2015,"Chevron Canada Limited, in its capacity as the Managing Partner of Chevron Canada Resources",150303.3,3/3/2015,3/3/2015,3/3/2015,12/31/2015,,No,,,,,A68139
OF-Tolls-Group1-T217-TFGen 01,Letter,Trans-Northern Pipelines Inc.,150303.4,3/3/2015,3/3/2015,3/3/2015,,,No,,,,,A68163
OF-Fac-Oil-E101-2014-10 01,OPSO-E101-002-2015,Enbridge Pipelines Inc.,150302.2,3/2/2015,3/2/2015,3/2/2015,,,No,,,,,A67785
OF-Fac-Gas-N081-2014-16 01,XG-N081-007-2015,NOVA Gas Transmission Ltd.,150226.1,3/2/2015,3/2/2015,3/2/2015,,3/2/2016,No,,,,,A68122
OF-Fac-Gas-W102-2015-01 01,MO-035-2015,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150302.1,3/2/2015,3/2/2015,3/2/2015,,5/31/2015,No,,,,,A67780
OF-Surv-Vio-M253 60,Letter,Montreal Pipe Line Limited,150227.2,3/2/2015,3/2/2015,3/2/2015,,,No,,,,,
OF-EI-Oil-ST-H137 01,ROE-169-2015,Hawaii Independent Energy LLC,150302.3,3/2/2015,3/2/2015,3/3/2015,12/31/2015,,No,,,,,A67761
OF-Surv-CA-H136 01,Letter,Hibernia Express (Canada) Limited,150302.4,3/2/2015,3/2/2015,3/2/2015,,,No,,,,,
OF-Fac-NOMA-W102-2013 02,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150227.4,2/27/2015,2/27/2015,2/27/2015,,,No,,,,,
OF-Fac-Gas-N081-2014-17 01,XG-N081-009-2015,NOVA Gas Transmission Ltd.,150227.1,2/27/2015,2/27/2015,2/27/2015,,,No,,,,,A67194
OF-Fac-Gas-N081-2015-09 01,Letter,NOVA Gas Transmission Ltd.,150227.3,2/27/2015,2/27/2015,2/27/2015,,,No,,,,,A67197
OF-EI-Gas-GL-K090-2014-01 01,Letter,Kitsault Energy Ltd,,2/25/2015,2/26/2015,2/26/2015,,,No,,,,,A67004
OF-Fac-Oil-E101-1992-01 01,AO-004-XO-21-92,Enbridge Pipelines Inc.,150226.4,2/26/2015,2/26/2015,2/26/2015,,,No,,,,,A67013
OF-Fac-Gas-N081-2014-15 01,XG-N081-008-2015,NOVA Gas Transmission Ltd.,150226.3,2/26/2015,2/26/2015,2/26/2015,,2/26/2016,No,,,,,A67029
OF-EI-Gas-LNG-P173 01,GO-019-2015,"Puget Sound Energy, Inc.",150226.2,2/26/2015,2/26/2015,2/27/2015,2/26/2017,,No,,,,,A67021
OF-EI-Gas-LNG-P173 01,GO-020-2015,"Puget Sound Energy, Inc.",150226.2,2/26/2015,2/26/2015,2/27/2015,2/26/2017,,No,,,,,A67021
OF-EI-Gas-LNG-E261 01,GO-011-2015,ENN Canada Corporation,150202.1,2/2/2015,2/25/2015,2/24/2017,,,No,,,,,A65708
OF-Tolls-Group1-T211-2011-04 02,Letter,TransCanada PipeLines Limited,150225.2,2/25/2015,2/25/2015,2/25/2015,,,No,,,,,A66903
OF-Fac-Gas-N081-2014-02 01,GPMO-N081-002-2015,NOVA Gas Transmission Ltd.,150225.1,2/25/2015,2/25/2015,2/25/2015,,,No,,,,,A66903
OF-EI-Gas-GL-S821-2014-01 01,Letter,Steelhead LNG (A) Inc.,,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66740
OF-EI-Gas-GL-S822-2014-01 01,Letter,Steelhead LNG (B) Inc.,,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66740
OF-EI-Gas-GL-S823-2014-01 01,Letter,Steelhead LNG (C) Inc.,,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66740
OF-EI-Gas-GL-S824-2014-01 01,Letter,Steelhead LNG (D) Inc.,,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66740
OF-EI-Gas-GL-S825-2014-01 01,Letter,Steelhead LNG (E) Inc.,,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66740
OF-Fac-Oil-E101-2013-08 03,AO-002-XO-E101-014-2013,Enbridge Pipelines Inc.,150224.2,2/24/2015,2/24/2015,2/24/2015,,,No,,,,,A66739
OF-EI-Oil-ST-T296 01,AO-001-ROE-153-2015,"Twin Eagle Midstream Assets, LLC",150224.1,2/24/2015,2/24/2015,2/24/2015,12/31/2015,,No,,,,,A66764
OF-EI-Gas-PB-ST-B264 01,EPR-064-2015,BP Canada Energy Group ULC,150223.3,2/23/2015,2/23/2015,2/23/2015,12/31/2015,,No,,,,,A66646
OF-EI-Gas-PB-ST-B264 01,EBU-051-2015,BP Canada Energy Group ULC,150223.3,2/23/2015,2/23/2015,2/23/2015,12/31/2015,,No,,,,,A66646
OF-Fac-Oil-E101-2012-10 02,XO-E101-003-2014(ERRATUM),Enbridge Pipelines Inc.,,2/23/2015,2/23/2015,2/23/2015,,,No,,,,,A66628
OF-Fac-Gas-N081-2014-19 01,Letter,NOVA Gas Transmission Ltd.,,2/23/2015,2/23/2015,2/23/2015,,,No,,,,,A66647
OF-Fac-Gas-T211-2015-01 01,Letter,TransCanada PipeLines Limited,150223.2,2/23/2015,2/23/2015,2/23/2015,,,No,,,,,A66647
OF-Fac-Gas-N081-2015-08 01,Letter,NOVA Gas Transmission Ltd.,150223.1,2/23/2015,2/23/2015,2/23/2015,,,No,,,,,A66648
OF-Fac-Oil-E101-2013-12 02,AO-002-XO-E101-021-2013,Enbridge Pipelines Inc.,150220.1,2/20/2015,2/20/2015,2/20/2015,,,No,,,,,A66521
Ad-GA-RG-GFR-FMAP 01,Letter,National Energy Board,150219.1,2/19/2015,2/19/2015,2/19/2015,,,No,,,,,
OF-EI-Gas-GO-S374 01,GO-018-2015,Sequent Energy Canada Corp.,150219.2,2/19/2015,2/19/2015,3/7/2015,3/6/2017,,No,,,,,A66379
OF-Fac-NOMA 01,Letter,National Energy Board,150219.6,2/19/2015,2/19/2015,2/19/2015,,,No,,,,,
OF-Fac-Gas-N081-2015-01 01,Letter,NOVA Gas Transmission Ltd.,150219.5,2/19/2015,2/19/2015,2/19/2015,,,No,,,,,A66370
OF-Fac-Gas-N081-2015-02 01,Letter,NOVA Gas Transmission Ltd.,150219.3,2/19/2015,2/19/2015,2/19/2015,,,No,,,,,A66373
OF-Fac-Gas-N081-2015-05 01,Letter,NOVA Gas Transmission Ltd.,150219.4,2/19/2015,2/19/2015,2/19/2015,,,No,,,,,A66372
OF-Fac-Gas-N081-2014-22 01,XG-N081-006-2015,NOVA Gas Transmission Ltd.,150218.1,2/18/2015,2/18/2015,2/18/2015,,2/18/2016,No,,,,,A66322
OF-EI-Oil-ST-B276 01,ROE-168-2015,Bayshore Petroleum Corp.,150218.2,2/18/2015,2/18/2015,2/19/2015,12/31/2015,,No,,,,,A66302
OF-Fac-Gas-N081-2015-03 01,Letter,NOVA Gas Transmission Ltd.,150217.2,2/17/2015,2/17/2015,2/17/2015,,,No,,,,,A66241
OF-Fac-Gas-N081-2015-04 01,Letter,NOVA Gas Transmission Ltd.,150217.1,2/17/2015,2/17/2015,2/17/2015,,,No,,,,,A66241
OF-Fac-Gas-N081-2014-09 01,GPMO-N081-001-2015,NOVA Gas Transmission Ltd.,150213.2,2/13/2015,2/13/2015,2/13/2015,,,No,,,,,A66148
